Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Total.Loss,Total.Count,Total.Exposed_Value,Exposed_Population,Buildings.Loss,Buildings.Count,Buildings.Exposed_Value,Crops.Loss,Crops.Count,Crops.Exposed_Value,Infrastructure.Loss,Infrastructure.Count,Infrastructure.Exposed_Value,Infrastructure_Exposed_km,Infrastructure_Exposed_sqkm,CropType.Banana.Loss,CropType.Banana.Count,CropType.Banana.Exposed_Value,CropType.Cassava.Loss,CropType.Cassava.Count,CropType.Cassava.Exposed_Value,CropType.Coconut.Loss,CropType.Coconut.Count,CropType.Coconut.Exposed_Value,CropType.Cultivated_Land.Loss,CropType.Cultivated_Land.Count,CropType.Cultivated_Land.Exposed_Value,CropType.Mixed_Crops.Loss,CropType.Mixed_Crops.Count,CropType.Mixed_Crops.Exposed_Value,CropType.Nut_Tree.Loss,CropType.Nut_Tree.Count,CropType.Nut_Tree.Exposed_Value,CropType.Rice.Loss,CropType.Rice.Count,CropType.Rice.Exposed_Value,CropType.Sugarcane.Loss,CropType.Sugarcane.Count,CropType.Sugarcane.Exposed_Value,CropType.Unknown.Loss,CropType.Unknown.Count,CropType.Unknown.Exposed_Value,CropType.Yam.Loss,CropType.Yam.Count,CropType.Yam.Exposed_Value,OccupancyType.Commercial.Loss,OccupancyType.Commercial.Count,OccupancyType.Commercial.Exposed_Value,OccupancyType.Commercial_Accommodation.Loss,OccupancyType.Commercial_Accommodation.Count,OccupancyType.Commercial_Accommodation.Exposed_Value,OccupancyType.Industrial.Loss,OccupancyType.Industrial.Count,OccupancyType.Industrial.Exposed_Value,OccupancyType.Infrastructure.Loss,OccupancyType.Infrastructure.Count,OccupancyType.Infrastructure.Exposed_Value,OccupancyType.Other.Loss,OccupancyType.Other.Count,OccupancyType.Other.Exposed_Value,OccupancyType.Outbuilding.Loss,OccupancyType.Outbuilding.Count,OccupancyType.Outbuilding.Exposed_Value,OccupancyType.Public.Loss,OccupancyType.Public.Count,OccupancyType.Public.Exposed_Value,OccupancyType.Residential.Loss,OccupancyType.Residential.Count,OccupancyType.Residential.Exposed_Value
ssp370 (medium confidence),83,2030,0.137,250,0.004,20133355,4342,388742366,27820,9130200,1477,329160415,98337,996,481322,10904819,34,59072809,57.5415,0.1376,,,,,,,94211,989,471710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70071,146,809808,559958,85,23004131,4451429,818,114955593
ssp370 (medium confidence),83,2040,0.207,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),83,2040,0.207,5,0.1813,5295129,3264,218087302,24067,2718075,959,196003723,54723,686,340133,2522329,20,21719379,34.2559,0.1127,,,,,,,51535,683,336036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20018,101,592026,189331,63,13995517,1052997,544,81831779
ssp370 (medium confidence),83,2040,0.207,10,0.0952,6990462,3444,263997601,24640,3500975,1042,215651134,62229,741,368135,3427258,22,47953692,38.3039,0.1211,,,,,,,58818,737,362604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27039,108,612795,239153,69,17770063,1433862,588,88018054
ssp370 (medium confidence),83,2040,0.207,25,0.0392,10112094,3705,318977355,25920,4782484,1170,266098061,72626,810,403025,5256984,24,52450349,44.18379999999999,0.1283,,,,,,,68930,805,396060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37981,123,692966,325625,73,20629230,2110037,654,96642343
ssp370 (medium confidence),83,2040,0.207,50,0.0198,13281446,3885,338574333,26710,5995407,1253,281485846,81223,866,431519,7204819,28,56630258,48.800900000000006,0.1336,,,,,,,77303,860,423120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48264,127,732941,403513,77,21173876,2757943,701,103644782
ssp370 (medium confidence),83,2040,0.207,100,0.01,17213866,4092,366263108,27091,7607097,1362,306953693,90686,920,458087,9516082,34,58824237,54.0281,0.1368,,,,,,,86619,914,449688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60009,134,750094,488551,79,22251778,3579039,761,110876649
ssp370 (medium confidence),83,2040,0.207,250,0.004,22353433,4379,427005026,28213,10489152,1499,366884868,105253,1006,503185,11759027,34,59588760,60.2898,0.1401,,,,,,,100940,999,491508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79012,149,846472,640403,86,24030679,5076864,830,120280841
ssp370 (medium confidence),83,2050,0.303,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),83,2050,0.303,5,0.1813,6472968,3436,260458920,24680,3358002,1030,212328994,61788,742,368627,3053178,22,47736619,37.929700000000004,0.12000000000000001,,,,,,,58312,738,363096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26070,110,617931,235367,69,17770063,1351151,576,85066667
ssp370 (medium confidence),83,2050,0.303,10,0.0952,8789209,3636,292621009,25517,4291260,1139,242713481,69794,791,392735,4428155,22,49489276,42.1849,0.1271,,,,,,,66082,787,387204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34120,118,675235,296666,74,20776623,1829080,639,93252001
ssp370 (medium confidence),83,2050,0.303,25,0.0392,12650613,3878,337822330,26646,5839904,1260,283700391,80762,857,427091,6729948,26,53668202,48.3739,0.1329,,,,,,,76786,851,418692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46791,129,736068,400933,79,22251778,2625661,696,101827459
ssp370 (medium confidence),83,2050,0.303,50,0.0198,16469080,4098,368007620,27097,7361854,1374,308672109,89820,916,456119,9017404,34,58852295,53.2761,0.1371,,,,,,,85694,910,447720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58286,138,775702,484743,80,23261194,3371656,762,109674565
ssp370 (medium confidence),83,2050,0.303,100,0.01,20237970,4315,424799418,27884,9267056,1491,364870776,99845,974,487441,10871069,34,59413317,57.78829999999999,0.1397,,,,,,,95539,967,475764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71108,148,844388,587416,86,23758513,4339907,822,118969580
ssp370 (medium confidence),83,2050,0.303,250,0.004,25533757,4581,448980927,29046,12575094,1599,387194519,115444,1068,534631,12843221,35,61222731,64.41380000000001,0.1431,,,,,,,110760,1060,521520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92588,162,893459,765760,93,26259849,6051279,883,129059581
ssp370 (medium confidence),83,2060,0.393,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),83,2060,0.393,5,0.1813,8123364,3624,281373648,25302,4070350,1135,232348125,68867,790,390591,3984146,22,48609633,41.4217,0.1245,,,,,,,65106,786,385060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32456,117,670890,287372,72,18260684,1699071,640,92347927
ssp370 (medium confidence),83,2060,0.393,10,0.0952,10817308,3825,328510868,26433,5223337,1235,275239264,77270,843,418282,5516700,25,52826891,46.2139,0.13119999999999998,,,,,,,73312,837,410083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41606,125,694633,365565,79,23018044,2267402,685,99222350
ssp370 (medium confidence),83,2060,0.393,25,0.0392,15595989,4112,366116679,27174,7092066,1383,307583772,88805,919,455461,8415119,32,58050273,52.4307,0.13770000000000002,,,,,,,84634,913,447062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56167,136,766697,478555,80,23190535,3176278,763,109549298
ssp370 (medium confidence),83,2060,0.393,50,0.0198,19397938,4314,407093901,27822,8854101,1500,347068494,98373,966,481589,10445462,34,59515999,56.986399999999996,0.14049999999999999,,,,,,,94021,959,470141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68540,151,851343,572574,87,23818605,4055729,830,118726231
ssp370 (medium confidence),83,2060,0.393,100,0.01,23205683,4511,446062438,28860,11101438,1583,384598704,108991,1031,514398,11995254,35,60920479,61.86659999999999,0.1426,,,,,,,104366,1023,501388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82864,160,897419,700975,93,26084756,5169752,871,125550846
ssp370 (medium confidence),83,2060,0.393,250,0.004,28761585,4772,463630125,29898,14801635,1692,401364963,125536,1130,563000,13834415,36,61672265,68.1336,0.145,,,,,,,120471,1122,549889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106368,171,939840,897299,96,26549760,7127630,936,134047513
ssp370 (medium confidence),83,2070,0.517,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),83,2070,0.517,5,0.1813,10909010,3925,332279458,26557,5370789,1286,278638290,79112,867,419760,5459109,25,53194851,46.959199999999996,0.1322,,,,,,,75056,861,411361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42706,132,708046,380799,79,23186753,2289334,710,99603580
ssp370 (medium confidence),83,2070,0.517,10,0.0952,14604347,4161,361081213,27070,6825503,1424,303457237,88126,920,447062,7690718,32,57149845,51.818000000000005,0.13670000000000002,,,,,,,83908,914,438663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53765,142,773836,472831,86,23677129,2988175,781,107624529
ssp370 (medium confidence),83,2070,0.517,25,0.0392,19740712,4429,416974149,28041,9130253,1560,356461219,100608,1004,490518,10509852,35,59994370,58.03739999999999,0.1421,,,,,,,96142,996,478598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70274,158,866278,604714,90,24662868,4094105,860,120921783
ssp370 (medium confidence),83,2070,0.517,50,0.0198,23496487,4608,451830493,29009,11363539,1640,390080703,111004,1059,516727,12021944,35,61204054,62.9252,0.1437,,,,,,,106199,1051,503616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84325,167,908980,735110,97,25790653,5183036,899,127668072
ssp370 (medium confidence),83,2070,0.517,100,0.01,27566140,4807,464411077,29671,14020965,1719,402231821,122550,1134,554195,13422626,36,61595390,67.62899999999999,0.1451,,,,,,,117401,1125,540840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101594,173,952963,881403,100,27502987,6542318,945,132789116
ssp370 (medium confidence),83,2070,0.517,250,0.004,33676571,5097,493565583,30719,18403259,1854,430375479,140253,1225,602199,15133060,38,62557185,73.89240000000001,0.1507,,,,,,,134666,1216,587654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128164,191,1045499,1097866,109,29574619,8905730,1008,145456471
ssp370 (medium confidence),83,2080,0.655,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),83,2080,0.655,5,0.1813,15181756,4237,371165828,27400,7206571,1461,313824053,91421,946,461119,7883765,32,56853256,53.563500000000005,0.13929999999999998,,,,,,,87114,939,450917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56297,145,796750,507572,87,24156956,3109511,805,111213942
ssp370 (medium confidence),83,2080,0.655,10,0.0952,19239443,4456,410833113,28193,9032661,1577,350091249,101288,1013,494527,10105495,34,60219146,58.5828,0.1429,,,,,,,96711,1005,482061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69512,161,873189,618137,92,25121586,3965163,868,121866579
ssp370 (medium confidence),83,2080,0.655,25,0.0392,24348783,4709,457378825,29273,12006554,1695,395343113,115044,1091,533845,12227184,35,61472591,64.83850000000001,0.1452,,,,,,,110001,1082,519945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88564,174,968900,794067,102,27063119,5386998,929,129410364
ssp370 (medium confidence),83,2080,0.655,50,0.0198,28450923,4917,475548830,30037,14695522,1791,412614079,126316,1155,565757,13629083,37,62338960,69.4852,0.14679999999999999,,,,,,,120935,1146,551212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105819,183,1016243,946862,107,27929849,6734629,976,136769722
ssp370 (medium confidence),83,2080,0.655,100,0.01,32963166,5108,497722451,30796,17919815,1876,434406367,138794,1222,598942,14904557,38,62686346,73.8606,0.1499,,,,,,,133114,1213,584397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125712,193,1081441,1109616,110,28900454,8415800,1012,145541737
ssp370 (medium confidence),83,2080,0.655,250,0.004,39980161,5390,527751721,31869,23366512,1976,462268337,157806,1337,652108,16455840,39,64799410,81.25399999999999,0.1577,,,,,,,151703,1326,636008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156857,200,1132319,1366105,117,31306112,11329416,1063,153362368
ssp370 (medium confidence),83,2090,0.806,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),83,2090,0.806,5,0.1813,20295048,4674,426662324,28587,9868373,1693,365749663,106520,1076,509488,10320155,34,60374586,61.114399999999996,0.1445,,,,,,,101710,1067,496291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74736,171,913817,689891,105,26487199,4283230,921,124771713
ssp370 (medium confidence),83,2090,0.806,10,0.0952,24478094,4860,456284246,29398,12259100,1775,393643212,117430,1141,542835,12101564,36,62068799,65.909,0.1462,,,,,,,112248,1132,528964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90380,183,996985,834790,106,26889384,5412280,962,131946015
ssp370 (medium confidence),83,2090,0.806,25,0.0392,30081838,5107,491682267,30330,16014726,1886,428594708,132365,1217,580901,13934747,38,62476328,72.0953,0.14850000000000002,,,,,,,126764,1208,566356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114163,192,1060167,1046694,112,29114228,7244022,1018,141929438
ssp370 (medium confidence),83,2090,0.806,50,0.0198,34753205,5282,510207921,31044,19404365,1967,446139910,144707,1280,614991,15204135,39,63421974,76.8574,0.1517,,,,,,,138708,1268,598188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134828,200,1122544,1220114,114,29303746,8970043,1056,148158722
ssp370 (medium confidence),83,2090,0.806,100,0.01,39910926,5509,530163266,31823,23436272,2055,465680719,158270,1364,651695,16316383,40,63799027,82.04390000000001,0.156,,,,,,,151888,1352,634892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158409,206,1167313,1418097,118,31275835,11084553,1104,154261018
ssp370 (medium confidence),83,2090,0.806,250,0.004,47831953,5827,560023382,33004,29948433,2162,491992675,179390,1505,715727,17704128,42,67281976,90.18990000000001,0.1724,,,,,,,172328,1492,696835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193986,216,1194909,1731673,124,32812799,14643448,1168,161573144
ssp370 (medium confidence),83,2100,0.998,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),83,2100,0.998,5,0.1813,27108891,4885,485173424,30152,14025365,1791,421712352,127317,1147,573800,12956210,36,62857121,70.0377,0.1487,,,,,,,121746,1138,559255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101793,183,1068529,971956,107,28125552,6132565,967,138555315
ssp370 (medium confidence),83,2100,0.998,10,0.0952,31670262,5076,503914625,30810,17208344,1881,440171107,139400,1205,603349,14322517,37,63109359,74.83330000000001,0.15039999999999998,,,,,,,133531,1195,587399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121996,192,1106224,1158198,111,28795287,7677621,1015,145063558
ssp370 (medium confidence),83,2100,0.998,25,0.0392,38240459,5329,528702417,31718,22114941,1986,464233140,156094,1297,650222,15969425,40,63787337,81.7185,0.1547,,,,,,,149617,1285,631501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152218,203,1191708,1404006,114,30228865,10109773,1065,154287162
ssp370 (medium confidence),83,2100,0.998,50,0.0198,43665375,5518,551302806,32232,26548934,2068,486478522,169736,1364,683231,16946705,41,64108819,87.0103,0.1595,,,,,,,162752,1352,664425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177729,208,1220663,1625371,119,32467700,12404169,1104,158744272
ssp370 (medium confidence),83,2100,0.998,100,0.01,49707603,5739,571990444,33360,31615370,2144,506453843,185050,1459,731699,17907181,41,64771541,93.1183,0.16749999999999998,,,,,,,177465,1445,710082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205947,216,1239430,1879940,121,32979213,15150591,1150,165306137
ssp370 (medium confidence),83,2100,0.998,250,0.004,58909280,6052,604997701,34469,39494509,2261,533174670,209210,1594,798930,19205560,42,70989633,101.1185,0.1895,,,,,,,200330,1579,776051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246749,228,1316575,2258658,133,37040389,19581298,1213,177542570
ssp370 (medium confidence),83,2110,1.155,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),83,2110,1.155,5,0.1813,33445737,5261,514857096,31009,18660302,1966,450750373,146380,1271,622792,14639057,40,63452923,77.87270000000001,0.1524,,,,,,,140192,1259,605259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131654,201,1164860,1268141,113,29570544,8269826,1055,149040676
ssp370 (medium confidence),83,2110,1.155,10,0.0952,38708858,5449,536013955,31744,22667620,2051,471470750,159726,1334,656465,15881511,41,63854995,83.4039,0.1562,,,,,,,152991,1321,636870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156735,208,1201088,1478625,115,30328879,10228497,1095,155780338
ssp370 (medium confidence),83,2110,1.155,25,0.0392,46144201,5696,561135034,32698,28754168,2156,496180769,177995,1426,702228,17212040,41,64219340,90.26339999999999,0.16329999999999997,,,,,,,170367,1412,681199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192260,219,1239776,1788000,122,33060777,13351030,1150,163298925
ssp370 (medium confidence),83,2110,1.155,50,0.0198,52352717,5933,582238981,33504,33995769,2238,516843491,193328,1531,748961,18163620,42,64613027,95.7503,0.1685,,,,,,,184825,1516,726611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221533,225,1263693,2056037,128,34335400,16169405,1195,168622806
ssp370 (medium confidence),83,2110,1.155,100,0.01,59324335,6154,600936668,34387,39994636,2327,533414628,210404,1622,797903,19119294,43,66689750,101.5432,0.17809999999999998,,,,,,,200923,1606,774212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252691,235,1346824,2345291,135,36743256,19480093,1248,175979822
ssp370 (medium confidence),83,2110,1.155,250,0.004,70146387,6489,633083984,35728,49345178,2460,557541048,236381,1754,867351,20564830,46,74639860,110.3463,0.2067,,,,,,,225656,1735,840115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296964,253,1422198,2794445,138,38812283,24688014,1321,185801425
ssp370 (medium confidence),83,2120,1.329,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),83,2120,1.329,5,0.1813,41517215,5591,548692679,32119,25076074,2122,483960068,169809,1379,678962,16271332,41,64021530,87.6762,0.1606,,,,,,,162477,1365,658306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173002,217,1226000,1647917,119,31155017,11288797,1127,160671339
ssp370 (medium confidence),83,2120,1.329,10,0.0952,47653217,5792,569634492,32868,30160233,2208,504640902,184549,1465,713558,17308437,41,64247161,92.8903,0.1657,,,,,,,176280,1451,691884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202599,223,1252338,1910730,123,33921703,13867371,1176,165029813
ssp370 (medium confidence),83,2120,1.329,25,0.0392,56371370,6107,594492930,33825,37569684,2332,529034169,205136,1586,775149,18596550,43,64649788,100.00729999999999,0.17099999999999999,,,,,,,195457,1570,751830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243651,238,1332628,2293119,130,35776677,17782000,1247,171970071
ssp370 (medium confidence),83,2120,1.329,50,0.0198,63717172,6343,608007376,34950,43932322,2430,541449911,221936,1681,819795,19562915,46,65702721,105.47460000000001,0.1779,,,,,,,211272,1662,793252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276304,250,1399672,2599510,138,37397833,21241050,1298,175798928
ssp370 (medium confidence),83,2120,1.329,100,0.01,71937407,6585,633827597,36068,51114407,2515,562840193,240447,1776,870872,20582551,49,70080462,112.1217,0.1953,,,,,,,228798,1754,841309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310586,260,1457598,2951545,142,39428629,25186131,1350,187448397
ssp370 (medium confidence),83,2120,1.329,250,0.004,84596690,6940,672564373,37623,62206344,2652,593540270,268771,1921,944814,22121575,50,78041669,120.3586,0.2348,,,,,,,255525,1896,909079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358531,282,1544032,3510244,149,49958583,31338529,1421,196078214
ssp370 (medium confidence),83,2130,1.504,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),83,2130,1.504,5,0.1813,51122167,5833,586606705,33155,33221978,2230,521455264,195982,1480,743683,17704207,41,64374603,96.6193,0.1686,,,,,,,186660,1465,720780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222289,228,1308990,2118777,123,34944671,15235212,1188,168548362
ssp370 (medium confidence),83,2130,1.504,10,0.0952,58336236,6101,601924016,34136,39392299,2352,536383450,212396,1570,788905,18731542,44,64717525,101.8027,0.1718,,,,,,,201839,1554,764568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256554,243,1409200,2439165,130,35826716,18461198,1254,174731467
ssp370 (medium confidence),83,2130,1.504,25,0.0392,68561034,6393,623457973,35957,48291456,2465,557154617,234547,1685,849580,20035030,48,65417819,109.23020000000001,0.1825,,,,,,,222726,1664,818688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302136,256,1471105,2874957,140,39437636,23238878,1315,181194263
ssp370 (medium confidence),83,2130,1.504,50,0.0198,77216516,6633,645790447,36907,55935852,2561,576211583,253032,1780,897999,21027631,49,68643958,115.9179,0.1986,,,,,,,239988,1757,864444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338260,267,1536691,3261811,144,41647739,27398814,1368,191546324
ssp370 (medium confidence),83,2130,1.504,100,0.01,86821160,6878,674745167,37799,64438527,2654,599923689,273560,1881,951214,22109075,49,73832465,122.27050000000001,0.2243,,,,,,,259135,1856,913152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375329,283,1592595,3700537,150,52200249,32090829,1420,197561670
ssp370 (medium confidence),83,2130,1.504,250,0.004,101159689,7234,701713496,38699,77133944,2775,618770022,304707,2047,1038088,23721038,50,81866687,130.0439,0.2628,,,,,,,287910,2018,992856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426969,297,1651915,4347638,154,54138950,39148224,1490,206164553
ssp370 (medium confidence),83,2140,1.675,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),83,2140,1.675,5,0.1813,62295275,6323,612620567,34895,42957520,2451,546880986,224067,1649,819284,19113688,47,64885404,105.63139999999999,0.17809999999999998,,,,,,,212551,1630,791874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278684,254,1442754,2670672,136,37603972,20108066,1299,177755431
ssp370 (medium confidence),83,2140,1.675,10,0.0952,70695537,6555,629594687,36176,50310305,2548,563480162,241796,1740,867199,20143434,48,65211151,111.27080000000001,0.1862,,,,,,,229072,1717,834924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316375,267,1502820,3047634,143,40132945,24017840,1356,183122560
ssp370 (medium confidence),83,2140,1.675,25,0.0392,82722136,6882,665056492,37414,60994958,2674,596764053,266431,1878,936188,21460747,49,67318835,119.9307,0.19960000000000003,,,,,,,251880,1853,899253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366590,286,1589684,3601336,149,49589292,29788600,1430,196578725
ssp370 (medium confidence),83,2140,1.675,50,0.0198,92627702,7126,684882774,38270,69827242,2759,612008869,287017,1981,991892,22513442,49,71843741,126.3899,0.2234,,,,,,,270723,1952,948453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405004,292,1626902,4064641,154,54404486,34623270,1483,200953235
ssp370 (medium confidence),83,2140,1.675,100,0.01,103591087,7387,711017105,38992,79626132,2865,632346268,309585,2090,1049525,23655369,50,77582321,132.3981,0.2499,,,,,,,291186,2058,1001220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444365,304,1666291,4560828,157,57981612,39939070,1543,208639805
ssp370 (medium confidence),83,2140,1.675,250,0.004,119707151,7762,744876935,39853,94198756,3016,655433650,343265,2254,1131787,25165127,52,88271643,139.4435,0.3,,,,,,,322031,2217,1077849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497796,321,1759508,5316190,168,61777984,47645267,1617,216917611
ssp370 (medium confidence),83,2150,1.844,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),83,2150,1.844,5,0.1813,75167843,6792,641982424,36682,54401162,2653,575701484,254233,1836,901979,20512449,49,65342278,116.0318,0.1921,,,,,,,240338,1812,866981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340599,283,1551373,3325018,146,41505646,25945612,1417,187660086
ssp370 (medium confidence),83,2150,1.844,10,0.0952,85063594,7060,670074807,37681,63239071,2761,602902694,274024,1943,958933,21550501,49,66175495,122.80259999999998,0.2001,,,,,,,258387,1914,917717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381928,295,1608521,3791348,152,48526062,30643960,1478,199466686
